As,Au,Co,Cu,Fe,Hg,Mn,Mo,Ni,U,Zn,x,y
10,7,9,30,2.70000005,22,550,3,28,2,98,554571.2615,6136822.293
4,6,12,23,2.9000001,40,835,2,29,0.5,74,554571.3166,6139223.034
6,9,17,34,6.5999999,68,1300,2,19,1.5,82,554571.5226,6112723.066
3,5,4,27,2.4000001,58,405,3,13,2,70,554770.5716,6288122.888
3,6,6,35,1.10000002,26,500,3,20,3.70000005,48,554771.4595,6109422.276
1,6,13,49,2.8499999,34,480,2,46,4.0999999,94,554870.9286,6205322.307
1,4,7,10,0.86000001,18,580,2,10,2.79999995,36,554970.7124,6280223.401
10,9,10,20,2.29999995,66,210,3,28,0.5,54,554971.2512,6088422.591
1,0,8,20,3.5,93,475,-2,9,2.5,120,555082.6019,6328892.907
3,10,7,28,2.29999995,88,470,3,14,0.5,86,555171.0592,6228222.35
-1,6,2,53,0.69999999,88,320,2,5,0.2,870,555371.2259,6231022.201
10,9,8,46,2.0999999,44,525,6,25,3,74,555371.2693,6129122.559
6,0,8,10,3.0999999,25,275,16,5,2.5999999,100,555433.6014,6348320.163
1,-1,8,15,5,30,2150,2,11,0.89999998,64,555470.905,6265922.566
2,6,14,44,2.75,50,435,4,33,4.4000001,86,555470.9594,6159522.3
3,8,4,15,2.20000005,66,370,3,7,2,76,555471.0968,6295322.976
-1,-1,3,17,2.3499999,45,350,5,6,1.39999998,56,555471.1126,6297022.623
8,7,18,37,2.70000005,36,395,3,35,1,106,555471.2276,6126822.155
5,6,9,40,2.70000005,30,850,3,13,1.10000002,76,555471.4191,6097223.052
1,-1,53,16,21,64,3150,8,54,3,180,555570.9718,6237823.01
-1,-1,4,21,2.6500001,48,270,3,7,2.9000001,70,555670.5526,6313623.516
6,7,4,53,1.39999998,60,285,5,19,2.5,64,555671.3303,6122222.488
6,-1,21,37,4.0999999,50,2450,3,62,1.5,128,555770.9462,6181221.911
8,8,7,28,2,56,305,3,31,1,92,555770.9732,6134622.445
7,8,13,50,2.79999995,102,415,2,41,0.5,110,555771.1003,6210822.625
9,9,3,57,4,52,360,4,44,8,130,555771.2288,6191822.902
-1,4,7,9,27.5,62,240,3,18,2,76,555771.2672,6243422.778
1,10,10,38,2.70000005,98,840,2,31,5.5,94,555871.0508,6233822.799
6,6,14,38,1.89999998,58,580,3,31,0.89999998,100,555971.018,6215422.514
2,9,24,73,3.3499999,86,1000,3,70,7,158,555971.1708,6186322.322
-1,7,11,100,2.9000001,84,670,3,50,4.5999999,122,555971.2097,6199622.822
9,14,11,24,0.70999998,150,400,3,20,0.5,66,556070.9458,6091223.029
1,0,10,24,2.70000005,28,435,-2,23,0.2,70,556071.1586,6225222.958
-1,2,2,10,0.85000002,11,330,3,5,3.5999999,34,556170.9734,6300822.758
5,10,10,16,2.0999999,100,385,4,32,0.2,80,556171.1774,6085622.887
-1,0,3,18,2.20000005,54,230,4,11,2.29999995,110,556229.4917,6350887.365
3,-1,5,38,1.89999998,42,285,2,26,2.29999995,80,556270.8446,6273222.84
5,6,7,28,1.20000005,34,160,-2,15,5.0999999,76,556271.1676,6102922.421
3,-2,16,29,3.3499999,23,480,2,28,2.70000005,86,556271.5092,6152121.955
6,7,12,38,4.5999999,34,575,2,35,1.29999995,96,556370.9458,6147622.166
4,8,21,37,4,50,1250,3,52,2,120,556371.0115,6167122.553
-1,-1,27,12,4.9000001,40,740,2,29,3.5,140,556371.1408,6251522.432
3,6,42,85,4.94999981,50,2350,2,110,7.19999981,210,556371.2008,6164522.445
7,11,14,78,1.60000002,132,380,3,41,4,116,556371.4048,6174922.95
-1,0,10,44,5.5999999,160,1100,2,12,6.0999999,150,556443.4014,6319215.993
3,3,21,60,3.25,30,820,2,54,7,132,556471.2686,6162821.873
2,6,10,35,2.4000001,44,285,2,29,2,80,556570.9945,6143522.158
6,8,8,37,1.5,60,230,3,28,1,60,556571.2716,6118622.266
5,7,9,55,3,51,835,2,27,3.5,104,556571.2971,6116222.78
2,6,20,20,16,58,17500,6,42,3,144,556571.3953,6256122.778
5,6,8,27,2.29999995,34,250,3,19,3.70000005,66,556571.5599,6105622.908
-1,-1,11,21,25,33,1000,9,5,2.9000001,114,556770.8417,6306623.429
1,7,10,45,3.45000005,58,450,2,43,2.9000001,126,556770.9638,6197621.865
7,8,6,64,3.20000005,74,340,2,34,1.5,104,556771.1891,6173222.914
3,7,22,52,3.4000001,62,435,2,50,9.60000038,136,556771.1977,6179722.196
1,3,14,47,3.25,30,450,2,41,4,112,556771.2136,6202922.56
3,5,15,30,4.80000019,58,715,2,25,1,128,556971.3874,6221322.074
4,6,11,35,3.20000005,80,550,2,24,1.29999995,110,557071.3262,6218622.868
2,5,6,17,3.20000005,64,415,2,11,1,88,557171.0108,6260022.764
-1,6,5,28,2.1500001,67,550,5,8,4.4000001,100,557270.4083,6316023.394
-1,-1,2,7,1.54999995,-10,260,2,3,0.69999999,36,557270.7828,6307922.85
1,-1,12,15,6.9000001,70,805,3,10,1,94,557270.7836,6263023.234
3,9,7,28,5.5,100,395,2,25,3,126,557271.3285,6246422.816
2,-1,7,21,1.39999998,54,285,3,9,2.9000001,70,557370.6104,6291023.483
-1,0,2,-2,0.81,21,85,-2,2,1.39999998,16,557707.3842,6356193.306
4,6,7,33,1.79999995,56,490,-2,5,1.10000002,86,557771.1412,6096322.878
1,0,21,62,7.80000019,73,3000,12,27,14.80000019,210,557916.396,6326662.665
2,5,12,48,2.3499999,42,360,-2,32,6,86,557971.0892,6154422.48
6,5,7,35,2.29999995,46,420,2,6,3.5999999,84,558171.1601,6098023.087
-1,0,9,26,3.0999999,57,260,4,21,4.9000001,120,558258.2018,6347833.812
-1,5,7,25,4,40,310,5,7,2.20000005,74,558270.7341,6313222.844
-1,0,2,4,0.89999998,19,190,-2,3,2.4000001,38,558277.5639,6344084.141
5,4,10,15,3,10,500,-2,9,0.89999998,94,558370.9778,6103422.422
3,7,17,28,2.0999999,88,450,5,33,2,112,558370.999,6238422.648
2,-1,12,25,3,48,405,2,29,2,78,558371.0088,6190722.923
-1,4,6,9,1.64999998,16,180,2,9,1.5,40,558471.4194,6151222.462
1,0,5,11,1.83000004,75,140,2,7,2,75,558503.2781,6352304.316
3,4,7,45,1.89999998,56,220,-2,21,5,92,558571.1365,6138022.298
3,-1,7,14,1.70000005,38,370,4,10,4.4000001,72,558571.2519,6271322.771
5,6,7,36,3.20000005,56,575,3,15,5.0999999,108,558671.4239,6109022.371
-1,0,5,14,0.87,93,220,-2,8,2.70000005,49,558738.4404,6329267.422
4,5,10,31,3.9000001,22,440,2,38,2.5,106,558770.9439,6147722.63
1,3,15,44,3.79999995,42,500,2,48,3.5999999,136,558770.9779,6200022.94
4,10,12,62,3.5,80,435,3,46,6,134,558771.0167,6181521.973
7,10,9,14,1.79999995,120,990,3,27,0.2,70,558771.2445,6082423.143
3,5,21,35,4,30,545,-2,37,3,106,558771.4799,6156923.025
6,12,29,86,2.5,164,240,2,88,4.5,140,558871.2416,6167822.301
5,8,15,78,9.64999962,78,555,2,64,1.5,630,558871.2929,6230922.073
4,9,16,64,3.0999999,86,525,2,51,3,126,559070.9837,6192921.928
-1,-1,6,22,2.5,67,260,5,6,3.0999999,64,559170.4333,6317223.585
-1,-1,6,11,2.5,18,430,2,11,1.5,60,559171.2688,6274223.036
-1,-1,7,11,1.14999998,-10,160,3,8,3.0999999,42,559270.6906,6306523.622
5,4,10,48,2.4000001,48,480,2,30,2.5,82,559271.2525,6119222.912
4,7,7,68,4.6500001,78,1550,3,38,0.2,152,559271.3592,6229222.182
1,5,11,55,1.89999998,68,320,2,26,5.5,84,559371.0058,6127723.126
2,12,10,80,3.4000001,128,1150,3,52,3,184,559371.0143,6233522.76
-1,-1,12,15,5.5,26,1100,2,13,0.2,74,559371.0671,6276422.409
2,6,6,18,1.70000005,70,500,2,19,0.5,54,559371.2677,6209722.042
-1,0,6,26,3.0999999,67,335,2,11,3.79999995,97,559407.3101,6322226.888
9,11,10,28,1.10000002,110,210,2,19,2.5999999,64,559470.9364,6093123.391
3,4,12,28,2.9000001,44,460,2,32,2.5,84,559470.9857,6195822.658
3,7,10,37,1.79999995,58,370,2,31,0.2,86,559471.1141,6224222.523
5,5,7,28,1.70000005,46,330,2,8,1.39999998,68,559471.1414,6095322.362
-1,-1,20,23,4,40,705,4,29,6.5,100,559471.1544,6251422.276
-1,4,14,23,6.25,48,3750,5,9,1.70000005,104,559570.8017,6298223.637
-1,7,3,18,1.95000005,52,470,2,7,2.20000005,60,559570.8077,6302322.879
-1,-2,10,28,0.94999999,40,285,2,13,1.60000002,68,559571.2433,6161622.028
-1,0,10,27,3.5999999,87,555,-2,9,3.4000001,100,559665.2832,6319909.149
10,11,12,24,1.29999995,86,610,2,12,0.80000001,74,559671.5024,6093922.948
-1,-1,9,20,4.44999981,36,430,7,7,3.0999999,124,559770.5001,6308923.334
1,6,10,33,1.39999998,42,295,3,16,3.20000005,74,559771.5827,6105222.847
9,12,17,52,2.4000001,122,500,2,69,1,110,559871.1848,6217722.656
2,-1,16,24,3.9000001,54,1300,3,19,1,130,559971.0092,6267723.21
-1,3,12,45,2.54999995,28,500,2,50,4,116,559971.1426,6204822.649
2,-1,7,17,2.0999999,80,500,3,11,0.2,68,559971.1575,6264423.43
3,3,10,33,3,38,590,2,27,13,104,559971.2247,6143622.851
-1,6,11,56,2.5,34,650,3,50,5.4000001,110,559971.4349,6205922.447
2,2,4,7,1.20000005,16,550,-2,9,0.5,26,560071.4434,6140822.723
2,2,5,26,1,22,140,3,31,3.70000005,56,560170.803,6280223.528
1,3,16,17,3.29999995,38,480,3,30,4.5,86,560171.0059,6254822.04
3,-1,8,17,3.29999995,90,120,2,31,1.5,90,560171.0181,6245022.436
6,11,21,65,1.79999995,94,170,3,57,8.10000038,180,560171.0492,6179822.522
-1,-1,15,33,6.5,98,360,4,25,82.5,90,560171.0918,6259022.417
6,5,8,29,1.79999995,44,490,2,29,1.5,94,560271.2411,6115122.898
2,14,48,110,6,152,1450,7,140,15.5,350,560271.5288,6185422.67
2,7,11,22,2.79999995,62,235,-2,23,0.80000001,48,560271.5337,6087422.398
6,12,73,58,8.75,132,4300,4,46,1,156,560371.501,6176322.362
10,8,12,21,1.5,86,1000,2,35,0.2,100,560471.0233,6084223.114
1,8,36,22,8.60000038,68,1150,3,35,1.5,130,560471.4236,6241022.409
3,4,7,14,2.20000005,58,320,-2,10,2.4000001,80,560570.8913,6291723.394
1,5,11,22,2.79999995,18,845,2,19,0.5,56,560571.4185,6123822.717
1,7,14,37,3.0999999,60,610,2,48,0.2,94,560671.1826,6214822.932
7,12,46,88,1.79999995,132,275,2,69,2,134,560870.9241,6171822.377
4,10,16,65,3.5,110,545,6,38,5,152,560971.1371,6166222.693
3,6,40,44,8.69999981,40,3100,5,28,4.5,130,561071.2457,6130022.412
2,4,11,59,2.4000001,56,370,2,30,2,96,561171.2844,6133523.152
4,5,12,47,2.79999995,38,380,2,40,2.29999995,86,561171.4803,6111122.867
4,0,6,15,2.4000001,100,660,5,8,2,80,561370.8383,6294623.654
2,-1,24,16,18,74,7800,3,4,1,86,561370.8705,6292123.121
2,-1,9,10,2.4000001,16,550,-2,5,3,50,561370.942,6288823.235
5,4,15,56,2.8499999,42,405,2,34,2.5999999,114,561371.4599,6153822.099
2,-1,10,18,1.20000005,100,215,2,15,3,64,561571.0362,6285322.569
3,4,8,22,1.10000002,50,595,2,16,0.40000001,74,561571.2582,6222422.149
6,8,11,18,2.9000001,80,610,-2,12,0.2,70,561671.2942,6093422.568
1,0,9,11,1.29999995,80,790,2,17,0.2,48,561770.9957,6080122.894
4,4,26,38,4.94999981,26,1650,2,45,3.20000005,120,561771.2812,6158422.44
7,6,6,44,2.20000005,70,500,2,6,2.29999995,126,561871.2096,6098722.77
8,7,11,38,1.70000005,74,600,-2,20,0.2,80,561871.5657,6094723.071
2,6,16,33,3.45000005,42,450,2,33,2,104,561971.1191,6147522.856
6,6,11,30,1.10000002,42,230,2,20,2,74,561971.5225,6151122.473
4,11,24,45,4.1500001,108,565,3,55,2.5,130,562071.238,6192022.222
-1,7,12,44,3.70000005,52,535,3,46,4.19999981,106,562170.9369,6199922.557
4,0,16,39,3.5,-10,1700,2,41,0.89999998,104,562170.9879,6143222.642
7,9,5,12,0.51999998,76,1000,-2,-2,0.2,86,562171.1885,6087422.774
4,-1,8,26,2,100,330,2,15,1,68,562271.0088,6302423.493
3,10,21,58,3.5999999,86,470,4,59,6,144,562271.1086,6190222.919
5,0,12,14,2.25,20,1850,3,8,3,78,562370.7309,6298323.523
1,3,20,33,3.3499999,30,435,2,37,3.4000001,106,562371.3674,6161722.309
5,5,16,85,3.0999999,56,440,3,62,3.20000005,76,562471.1406,6106822.519
3,12,20,96,2.8499999,158,395,2,70,8,164,562471.3089,6185322.436
1,-1,14,12,7.80000019,56,850,2,6,0.30000001,94,562570.6226,6315922.702
4,4,7,26,2.79999995,45,405,3,14,2.5,74,562571.0212,6267422.178
2,0,6,23,5,66,490,3,23,2.5999999,102,562571.3692,6242722.429
-1,0,6,17,3,60,445,4,8,7,120,562611.0232,6341165.076
4,-1,7,16,1.89999998,66,285,2,17,2.79999995,50,562670.8962,6251522.888
2,5,13,37,3,30,475,2,46,1,113,562670.9466,6209822.23
4,6,10,38,1.29999995,42,270,2,14,2.29999995,64,562671.4311,6102923.192
6,3,8,34,2.5,30,650,2,25,4.5999999,74,562771.1821,6141922.223
6,-1,7,6,1.10000002,40,180,2,7,0.2,34,562771.2209,6086222.458
5,0,19,48,3.45000005,88,690,3,38,2,116,562771.3442,6217622.602
3,6,5,18,2,36,380,2,13,3,66,562871.2217,6277822.541
-1,0,2,6,0.88999999,80,110,2,6,2.29999995,50,562898.6102,6361529.395
-1,0,9,19,4.19999981,74,455,2,9,4.30000019,89,562970.5006,6322921.869
2,2,5,11,1.60000002,26,305,2,8,1.10000002,80,562970.6574,6309823.19
4,6,10,38,2.20000005,26,305,2,44,1.29999995,101,562971.3113,6212721.979
-1,2,14,61,3.3499999,31,710,3,46,9,126,562971.5196,6181822.224
2,12,19,35,3.70000005,132,380,2,47,5,146,563071.0859,6258923.102
4,10,21,17,16,100,2100,6,27,4.5,100,563170.8885,6262922.352
1,0,8,60,1.45000005,72,535,3,28,1.70000005,76,563171.4734,6224622.659
-1,0,7,17,5.30000019,48,265,8,10,4.69999981,170,563248.2098,6347031.359
4,-1,9,18,2.0999999,36,560,2,22,1.5,72,563270.687,6279322.612
4,3,5,13,2.04999995,30,190,3,9,0.2,65,563270.7472,6306623.566
4,-1,5,9,13.5,56,225,2,5,1,86,563370.5377,6312222.956
-1,4,30,55,4.19999981,56,900,3,32,16.5,114,563371.2364,6179621.847
10,12,8,32,2.29999995,120,870,3,30,2,90,563471.4624,6227221.977
3,0,5,15,4.03999996,30,320,6,12,7.5999999,68,563505.1826,6355173.324
1,10,16,51,3.0999999,90,380,3,46,3.29999995,114,563571.061,6196522.083
5,0,18,34,4.5,22,575,-2,47,2.79999995,142,563571.4398,6210722.646
5,6,7,51,1.29999995,58,210,-2,20,3,62,563671.1115,6117222.575
3,0,4,10,2.63000011,24,330,-2,7,4,69,563793.6691,6357372.397
-1,3,9,35,1.70000005,46,285,3,19,2.29999995,66,563871.2203,6134422.775
4,-1,4,14,1.89999998,27,425,2,10,1.5,58,563970.9276,6270323.298
8,0,37,38,4.69999981,200,480,2,54,3,122,563971.0119,6256622.131
3,7,14,82,4.0999999,46,975,2,26,4.0999999,124,563971.1246,6131422.364
-1,4,11,36,2.20000005,18,725,-2,43,2.5999999,106,563971.1539,6172622.489
8,10,10,18,1.79999995,110,485,2,10,0.2,86,563971.1664,6080922.755
6,7,7,47,2.20000005,96,485,-2,17,1.60000002,85,563971.2839,6118923.118
2,3,17,58,3.29999995,38,1050,3,43,9.10000038,136,564071.1874,6175821.922
2,-1,8,11,1.5,16,550,-2,15,1.29999995,42,564071.2469,6140422.746
-1,0,9,20,2,126,385,2,11,2.70000005,100,564134.6227,6319620.686
1,6,13,43,4.30000019,46,625,3,27,5.80000019,110,564170.9135,6137622.672
2,5,15,53,3.25,28,635,2,46,4.80000019,124,564171.0435,6168221.992
3,10,6,16,1.20000005,110,275,-2,17,0.2,106,564171.169,6090622.695
4,5,14,37,3.79999995,38,625,2,43,0.89999998,116,564171.2481,6207022.453
5,0,5,11,2.4000001,62,500,2,9,2,64,564270.6424,6294622.904
12,0,8,32,1.29999995,144,265,3,34,2.4000001,110,564271.0112,6238222.493
3,9,6,45,1.89999998,84,480,2,22,2.5999999,88,564371.305,6112923.118
5,0,6,5,7.0999999,100,575,2,3,1.10000002,150,564650.3103,6349565.142
3,-1,14,18,4.3499999,48,1350,5,15,3,76,564670.7997,6285123.291
1,6,12,40,3.25,46,405,2,41,2.5999999,104,564671.2122,6204421.822
6,3,8,40,2.20000005,18,355,-2,26,0.2,76,564671.281,6109822.196
6,8,12,53,2.79999995,104,370,3,42,1,94,564671.4139,6124322.517
-1,0,7,17,1.42999995,97,180,-2,12,1.89999998,81,564709.5974,6322779.485
1,2,27,29,3.5999999,24,3000,2,42,2.4000001,90,564771.4092,6165422.51
3,-1,34,26,9,88,1350,5,9,3.5,140,564871.1366,6288123.529
8,0,10,35,1.60000002,86,160,2,49,1.5,200,564871.4089,6235022.144
-1,-1,5,11,2.5,24,460,3,12,2.4000001,56,564970.9155,6273223.2
-1,0,20,23,8.5,114,1200,2,11,2.70000005,140,565077.5249,6318210.214
-1,6,11,15,1.70000005,84,510,2,22,0.80000001,78,565271.2868,6080322.526
1,0,3,10,3.04999995,60,375,2,5,2.0999999,78,565321.5155,6351377.341
6,9,9,35,2.0999999,78,380,2,29,1.29999995,70,565370.9597,6123223.101
3,0,7,15,3.1500001,100,240,2,3,1.5,66,565471.0148,6299623.524
-1,0,9,19,2.20000005,62,330,2,12,2.70000005,96,565554.4914,6328129.489
1,-1,7,7,3,20,270,3,8,0.80000001,45,565570.8018,6308123.246
4,-1,15,18,4.69999981,66,415,2,25,2.20000005,100,565570.9312,6248922.856
3,4,14,28,2.9000001,24,330,3,28,0.40000001,78,565571.0154,6151322.763
6,5,11,33,2.70000005,22,305,-2,28,0.5,78,565571.4343,6131522.639
5,6,11,33,3.20000005,22,355,3,32,0.2,96,565671.2309,6216822.236
4,5,15,41,2.75,26,405,2,46,2.9000001,96,565671.2405,6186621.968
-1,-1,4,6,0.5,80,450,-2,14,0.40000001,48,565671.4369,6085922.121
4,-1,12,46,2.9000001,105,470,-2,39,1.89999998,110,565771.4988,6231622.754
6,-1,5,26,1.70000005,55,300,2,23,3,72,565871.1773,6258723.108
4,-1,13,24,3.79999995,45,415,2,29,5,110,565871.246,6266222.267
1,0,10,19,4.4000001,106,540,-2,13,0.5,113,565970.6625,6301023.074
3,6,30,38,6.69999981,34,5500,4,38,0.2,140,565971.2489,6141522.657
11,0,7,23,18.79999924,112,1530,18,7,17.89999962,180,565995.7178,6361625.22
4,5,10,68,1.89999998,50,295,-2,38,1,82,566071.4334,6154422.396
2,-1,8,16,7.4000001,56,275,5,4,3.20000005,74,566170.8219,6311023.03
1,4,19,35,4.69999981,26,875,-2,46,1.60000002,136,566170.9616,6208321.754
4,5,10,20,1.10000002,70,670,-2,17,0,90,566171.0655,6095922.879
2,0,28,31,12,70,7500,7,90,0.69999999,184,566171.2714,6254621.99
-1,3,6,23,1.39999998,10,405,-2,12,1.39999998,66,566171.4251,6110622.261
3,6,8,58,3.4000001,80,540,2,35,2.4000001,112,566271.1696,6163822.096
2,0,2,5,4.38000011,28,150,-2,-2,3.70000005,30,566306.4272,6358033.805
6,5,7,30,3.79999995,45,960,3,14,0.60000002,86,566371.1388,6147622.692
1,4,19,42,4.19999981,56,605,3,45,1.60000002,136,566570.8949,6203622.574
6,0,5,33,2.9000001,86,770,5,22,6.19999981,82,566571.2136,6239622.685
4,-1,8,25,4,74,740,2,25,1.5,92,566571.2617,6234621.974
4,6,11,42,2.0999999,38,270,2,26,0.89999998,64,566571.2826,6157922.821
-1,-1,16,28,3.70000005,18,800,2,39,1.10000002,100,566671.0277,6211421.929
3,-1,12,17,4.80000019,36,2450,3,15,0.2,100,566771.0155,6281023.478
1,7,13,43,3.5,56,370,2,41,3.29999995,114,566771.414,6200022.323
1,0,4,7,1.04999995,36,235,-2,6,1.29999995,33,566870.8331,6295823.633
6,10,9,40,2.79999995,90,345,3,41,2.79999995,100,566870.9389,6127422.736
6,0,19,30,7.9000001,66,630,3,50,2.4000001,172,566871.056,6252922.97
4,-2,15,16,4.9000001,52,630,3,29,2.79999995,82,566871.2884,6246322.542
-1,0,6,30,1.45000005,40,180,2,19,1.5,46,566871.4698,6222422.44
-1,-1,15,33,3.29999995,14,525,2,36,3.4000001,100,566971.0406,6175422.578
-1,4,11,63,1.89999998,48,560,3,39,4.19999981,120,566971.4766,6171222.755
2,6,13,29,2.95000005,54,350,-2,34,2.5999999,108,567071.0297,6143022.983
3,5,7,37,2.5999999,60,540,-2,8,1.39999998,82,567071.3947,6102122.333
4,7,5,64,2.0999999,58,270,2,21,3.20000005,92,567171.0173,6117422.248
4,10,9,62,1.60000002,96,300,3,21,1.79999995,88,567171.0745,6120822.501
3,-1,16,71,3.25,74,450,2,56,3.5999999,140,567171.1661,6188021.917
2,9,11,51,2.20000005,74,220,2,38,8.5,116,567171.2545,6182022.121
-1,0,3,8,1.45000005,30,230,-2,3,2.70000005,74,567288.6477,6355276.277
7,2,8,24,2.5999999,22,330,-2,8,0.89999998,64,567371.2209,6104222.642
1,6,13,50,3.0999999,72,340,3,41,5.4000001,110,567371.4796,6192822.753
12,0,5,56,1.29999995,100,380,7,29,2.5999999,66,567371.4811,6229622.71
2,0,6,13,1.79999995,20,475,2,10,3,54,567470.6841,6291923.486
-1,8,13,78,2.3499999,76,410,3,38,12.5,106,567471.1797,6178622.783
4,7,7,33,6.19999981,42,370,3,19,3.5,122,567571.3267,6268923.375
2,4,19,35,3.5999999,34,680,2,42,3.20000005,112,567571.4847,6196922.341
1,3,13,12,2,10,500,2,17,3,74,567670.7807,6276423.007
1,-1,20,24,4.0999999,59,380,2,40,5.19999981,116,567671.1,6272623.441
6,7,10,40,3.0999999,51,440,2,23,1.60000002,96,567671.1111,6099223.111
1,3,16,28,4.0999999,30,485,3,50,1.60000002,122,567671.1625,6214822.826
3,5,11,35,2.79999995,46,440,2,24,4,95,567871.1581,6113222.313
9,6,36,55,2.70000005,56,840,3,24,2.29999995,84,568071.0323,6133222.266
1,0,7,40,1.10000002,53,350,3,17,1.70000005,70,568071.4843,6223722.689
2,4,8,19,1.79999995,56,275,2,11,1,94,568170.4396,6314823.041
4,3,9,43,2.79999995,26,345,3,44,6,120,568171.2359,6162122.648
2,0,7,12,2.0999999,41,350,2,20,1.5,62,568171.4659,6241822.233
5,5,21,25,4.3499999,48,5000,5,24,2.5,126,568270.708,6284923.285
-1,4,14,43,2.4000001,52,300,2,47,3.79999995,128,568271.2053,6168022.638
3,-2,16,12,4.9000001,36,1950,5,10,2.5,100,568671.064,6293923.825
1,5,17,29,4.30000019,34,525,3,52,0.5,124,568671.1196,6214822.009
-1,-1,5,15,2.95000005,36,335,2,7,1.5,50,568770.8715,6280823.093
-1,0,3,7,0.51999998,50,135,2,10,1.89999998,79,568998.8092,6348756.547
4,-2,6,14,0.80000001,82,335,-2,15,0.2,56,569071.054,6082822.352
-1,0,5,13,1.14999998,86,265,2,8,0.69999999,92,569129.7504,6318229.016
3,5,7,53,2.5999999,46,310,2,18,5.5,100,569170.9495,6116223.086
1,1,6,13,1.54999995,14,170,-2,18,2.79999995,54,569171.1334,6178522.613
2,-1,8,14,2.70000005,66,500,3,20,1.5,68,569171.2067,6228222.247
1,-1,11,28,2.79999995,40,600,-2,22,0.2,66,569171.3082,6096422.394
2,6,17,48,3.75,50,510,2,54,3.29999995,142,569271.4619,6191922.147
-1,0,7,25,2.0999999,70,430,2,12,3,120,569323.4132,6338505.463
3,7,8,32,1.10000002,56,110,2,48,0.2,70,569371.2032,6150922.591
1,0,4,5,3.3499999,21,1100,-2,5,3.0999999,55,569441.4669,6361403.078
-1,0,4,26,1.37,80,300,2,8,1.70000005,110,569442.3672,6325450.662
6,-1,4,16,1.29999995,46,300,2,10,1.5,46,569570.9349,6302623.623
10,0,11,40,2.29999995,100,320,2,59,1.70000005,260,569671.1863,6235122.367
5,6,9,78,1.60000002,70,400,2,20,9.69999981,68,569771.0527,6120622.238
-1,6,15,40,3.5,46,480,3,46,4.0999999,114,569871.0907,6204522.002
-1,5,8,54,2.29999995,72,270,3,27,7.80000019,98,569871.4038,6165722.627
3,6,7,7,1.54999995,46,455,2,7,1,106,569970.7569,6305723.272
1,0,9,37,1.85000002,44,320,3,25,2,66,570071.0174,6222922.275
2,3,16,31,3.5999999,10,465,2,32,1.79999995,90,570071.0333,6143322.386
-1,2,16,30,2.5,14,2100,-2,37,0.2,84,570071.3852,6171422.884
7,9,7,8,1.79999995,100,350,2,20,0.2,76,570071.4351,6079522.262
-1,5,7,25,1.29999995,70,620,2,19,1.89999998,56,570170.9276,6091822.457
4,7,8,54,1.39999998,38,250,2,25,2.79999995,84,570171.4744,6133822.835
4,9,27,49,4.0999999,67,795,3,51,3.79999995,160,570270.9658,6174021.962
3,8,7,63,1.89999998,70,355,3,24,1.70000005,76,570270.9964,6158522.723
4,-2,8,21,2.9000001,82,395,2,22,2.5,88,570271.1829,6255422.811
6,-1,8,24,3.0999999,62,340,3,27,3,110,570371.0193,6251822.894
4,5,9,30,2.29999995,56,730,2,22,2.70000005,95,570371.0497,6218421.91
1,-1,20,13,2.75,24,290,-2,25,1.70000005,114,570470.8785,6273023.505
7,0,6,8,6.38000011,49,250,4,4,3,96,570569.3736,6364572.259
-1,0,5,4,2.58999991,25,180,2,6,2.70000005,76,570598.4959,6346254.025
3,6,6,9,2.29999995,38,305,2,8,0.30000001,77,570670.4846,6307223.689
7,9,11,32,3.0999999,64,405,2,36,0.60000002,110,570670.9156,6129722.441
5,0,7,37,2.5,66,320,2,12,1.10000002,80,570671.1281,6106523.186
-1,3,7,19,1.89999998,20,330,-2,20,2.9000001,72,570671.2907,6161622.523
-1,0,7,19,1.44000006,48,5620,6,10,11.60000038,100,570760.3135,6335248.505
5,0,18,35,3.70000005,68,915,2,44,1.5,118,570770.9814,6206922.145
8,7,13,130,2.5999999,87,1550,2,38,2,114,570771.1582,6154422.282
3,-1,16,48,3,46,675,3,47,2.79999995,122,570771.4806,6210722.699
10,0,10,43,1.10000002,190,275,3,81,2,78,570871.1623,6259222.572
1,7,8,77,2.0999999,69,280,3,32,4.5,96,570871.2022,6168721.961
-1,0,3,5,1.54999995,20,240,-2,8,2.9000001,44,570921.7032,6359501.14
2,7,7,18,1.79999995,70,410,-2,14,1.89999998,54,570971.4022,6097223.045
5,-1,-2,37,1,30,370,2,17,6.5,56,570971.4612,6108622.701
-1,0,3,3,1.70000005,10,280,-2,4,2.9000001,30,571001.7326,6356031.78
-1,8,11,57,1.79999995,72,280,3,32,7.5,82,571071.0176,6182021.904
